doi,title,first_author,year,journal,source,file,oa_status,added_by,added_at
10.7555/jbr.38.20240387,"Molecular pathways in cardiovascular disease under hypoxia: Mechanisms, biomarkers, and therapeutic targets",Izzatullo Abdullaev,2025,Journal of Biomedical Research,hargreaves2020,2025_Izzatullo-Abdullaev_W4408296965.pdf,diamond,team,2026-06-05
10.1007/s00421-025-05831-0,Quantifying metabolic energy contributions in sprint running: a novel bioenergetic model,Jérémy Briand,2025,European Journal of Applied Physiology,hargreaves2020,2025_J-r-my-Briand_W4411461263.pdf,hybrid,team,2026-06-05
10.3390/metabo15070455,Effects of Eight Weeks of Aerobic Training Combined with Carbohydrate Mouth Rinse on Body Composition and Exercise Performance in Adult Men with Obesity: Evidence from Korea,Jae-Myun Ko,2025,Metabolites,hargreaves2020,2025_Jae-Myun-Ko_W4412069298.pdf,gold,team,2026-06-05
10.1038/s41467-025-59959-w,Exercise-induced CLCF1 attenuates age-related muscle and bone decline in mice,Jae Soon Kang,2025,Nature Communications,hargreaves2020,2025_Jae-Soon-Kang_W4410555188.pdf,gold,team,2026-06-05
10.1101/2025.09.23.677837,Inferring the Metabolic Objectives of Mammalian Cells via Inverse Modeling of Fluxomics and Metabolomics,James Morrissey,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_James-Morrissey_W4414525450.pdf,green,team,2026-06-05
10.3389/fphys.2025.1530195,"Effects of two forms of school-based high-intensity interval training on body fat, blood pressure, and cardiorespiratory fitness in adolescents: randomized control trial with eight-week follow-up—the ",Jarosław Domaradzki,2025,Frontiers in Physiology,hargreaves2020,2025_Jaros-aw-Domaradzki_W4409240274.pdf,gold,team,2026-06-05
10.52082/jssm.2025.684,Quantifying Running Economy in Amateur Runners: Evaluating VO and Energy Cost with Model-based Normalization,Jay Lee,2025,Journal of Sports Science and Medicine,hargreaves2020,2025_Jay-Lee_W4414159736.pdf,hybrid,team,2026-06-05
10.1186/s12864-025-12311-4,"Transcriptomic profiling of rumen epithelium, liver, and muscle reveals tissue-specific gene expression patterns in Hu sheep",Xiaowei Jia,2025,BMC Genomics,hargreaves2020,2025_Jia_W4416254050.pdf,gold,team,2026-06-05
10.20517/ss.2024.75,<i>In-situ</i> real-time monitoring of muscle energetics with soft neural-mechanical wearable sensing,Jiajie Guo,2025,Soft Science,hargreaves2020,2025_Jiajie-Guo_W4409683006.pdf,hybrid,team,2026-06-05
10.1038/s44161-025-00732-z,Sex differences in the association of wearable accelerometer-derived physical activity with coronary heart disease incidence and mortality,Jiajin Chen,2025,Nature Cardiovascular Research,hargreaves2020,2025_Jiajin-Chen_W4415591505.pdf,hybrid,team,2026-06-05
10.1101/2025.01.22.634063,Granulosa cell glycogen fuels the avascular corpus luteum,Jianning Liao,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Jianning-Liao_W4406730522.pdf,closed,team,2026-06-05
10.3389/fcell.2025.1651553,Metabolic and molecular regulation in skeletal muscle dysfunction and regeneration,Jong Beom Jin,2025,Frontiers in Cell and Developmental Biology,hargreaves2020,2025_Jin_W4413969905.pdf,gold,team,2026-06-05
10.1038/s41598-026-53079-1,The Impact and Application Exercises on Vocal Fatigue,Jing Peng,2025,Scientific Reports,hargreaves2020,2025_Jing-Peng_W4417362648.pdf,gold,team,2026-06-05
10.3389/fspor.2025.1691779,Mechanisms of the biological response cascade to exercise-induced stress: a comprehensive review,Jing Xu,2025,Frontiers in Sports and Active Living,hargreaves2020,2025_Jing-Xu_W4416195690.pdf,gold,team,2026-06-05
10.1002/ejsc.12272,Predicting Sprint Potential: A Machine Learning Model Based on Blood Metabolite Profiles in Young Male Athletes,Jingfeng Chen,2025,European Journal of Sport Science,hargreaves2020,2025_Jingfeng-Chen_W4407908232.pdf,diamond,team,2026-06-05
10.3390/ph18101438,Peptides from Animal Venoms: A Promising Frontier in Diabetes Therapy via Multi-Target Mechanisms,José Otávio Carvalho Sena de Almeida,2025,Pharmaceuticals,hargreaves2020,2025_Jos-Ot-vio-Carvalho-Sena-de-Almeida_W4414492260.pdf,gold,team,2026-06-05
10.1038/s44324-025-00073-2,Skeletal muscle proteomics: considerations and opportunities,Julian P. H. Wong,2025,npj Metabolic Health and Disease,hargreaves2020,2025_Julian-P-H-Wong_W4411920671.pdf,diamond,team,2026-06-05
10.3390/jcm14051708,Physical Exercise as a Therapeutic Approach in Gastrointestinal Diseases,Juliana Soares Severo,2025,Journal of Clinical Medicine,hargreaves2020,2025_Juliana-Soares-Severo_W4408123634.pdf,gold,team,2026-06-05
10.1186/s12944-024-02421-5,"Interplay of fatty acids, insulin and exercise in vascular health",Kara C. Anderson,2025,Lipids in Health and Disease,hargreaves2020,2025_Kara-C-Anderson_W4406141804.pdf,gold,team,2026-06-05
10.3390/ijms26199500,"Effects of Aerobic-Resistance Training and Nutritional Intervention on Adiponectin, Interleukin-6, and hs-CRP Concentrations in Men with Abdominal Obesity—A Randomized Controlled Trial",Karol Makiel,2025,International Journal of Molecular Sciences,hargreaves2020,2025_Karol-Makiel_W4414653301.pdf,gold,team,2026-06-05
10.3389/fnut.2025.1623217,Targeting differential energy substrate metabolism on a therapeutic ketogenic diet: a case report,Kasey J. Russell,2025,Frontiers in Nutrition,hargreaves2020,2025_Kasey-J-Russell_W4413334975.pdf,gold,team,2026-06-05
10.3390/fishes10030095,"Impact of Temperature Manipulations on Growth Performance, Body Composition, and Selected Genes of Koi Carp (Cyprinus carpio koi)",Kennedy Emeka Amuneke,2025,Fishes,hargreaves2020,2025_Kennedy-Emeka-Amuneke_W4407940155.pdf,gold,team,2026-06-05
10.1002/adma.202414872,"Soft, Modular Power for Composing Robots with Embodied Energy",Chong‐Chan Kim,2025,Advanced Materials,hargreaves2020,2025_Kim_W4405997925.pdf,hybrid,team,2026-06-05
10.1038/s41598-025-22209-6,"Acute high-intensity interval training, but not reduced-exertion high-intensity interval training increase brain-derived neurotrophic factor in a block randomized controlled trial",Klāvs Ēvelis,2025,Scientific Reports,hargreaves2020,2025_Kl-vs-velis_W4415785905.pdf,gold,team,2026-06-05
10.21203/rs.3.rs-6434862/v1,Phenotypic exploration of Mice with a Point Mutation in BRAT1,Weijing Kong,2025,Research Square,hargreaves2020,2025_Kong_W4410481379.pdf,green,team,2026-06-05
10.1186/s40001-025-02751-9,Exercise orchestrates systemic metabolic and neuroimmune homeostasis via the brain–muscle–liver axis to slow down aging and neurodegeneration: a narrative review,Jianda Kong,2025,European journal of medical research,hargreaves2020,2025_Kong_W4411224706.pdf,gold,team,2026-06-05
10.21833/ijaas.2025.02.004,Effect of carbohydrate-protein supplement on anaerobic capacity after physical activity,Kornthip Limnararat,2025,International Journal of ADVANCED AND APPLIED SCIENCES,hargreaves2020,2025_Kornthip-Limnararat_W4407270598.pdf,gold,team,2026-06-05
10.1038/s41467-024-55418-0,Effects of seven days’ fasting on physical performance and metabolic adaptation during exercise in humans,Kristoffer J. Kolnes,2025,Nature Communications,hargreaves2020,2025_Kristoffer-J-Kolnes_W4406001301.pdf,gold,team,2026-06-05
10.1007/s00424-025-03112-5,Energy metabolism in different skeletal muscles and muscle fibers: implications for injury and dietary supplementation,Andrey V. Kuznetsov,2025,Pflügers Archiv - European Journal of Physiology,hargreaves2020,2025_Kuznetsov_W4414553701.pdf,hybrid,team,2026-06-05
10.1111/aor.70031,Effect of Functional Electrical Stimulation Combined With Physical Exercise on Electron Transport Chain Activity in Peripheral Blood Cells of Stroke Patients,Ane Larrea,2025,Artificial Organs,hargreaves2020,2025_Larrea_W4414984683.pdf,green,team,2026-06-05
10.1016/j.mito.2025.102070,PKM2 is a key regulator of cardiac lipid metabolism in mice,Katie C. Y. Lee,2025,Mitochondrion,hargreaves2020,2025_Lee_W4412571211.pdf,green,team,2026-06-05
10.3390/vetsci12050425,"Guanidinoacetic Acid and Its Impact on the Performance, Carcass and Meat Quality of Growing and Finishing Nellore Cattle",Letícia Carolina Bortolanza Soares,2025,Veterinary Sciences,hargreaves2020,2025_Let-cia-Carolina-Bortolanza-Soares_W4409964568.pdf,gold,team,2026-06-05
10.1016/j.jare.2025.01.014,Flavonoids for gastrointestinal tract local and associated systemic effects: A review of clinical trials and future perspectives,Xiaopeng Li,2025,Journal of Advanced Research,hargreaves2020,2025_Li_W4406205400.pdf,gold,team,2026-06-05
10.1038/s41392-025-02141-x,Energy metabolism in health and diseases,Hui Liu,2025,Signal Transduction and Targeted Therapy,hargreaves2020,2025_Liu_W4407711657.pdf,gold,team,2026-06-05
10.3390/nu17091463,Role and Mechanism of Short-Chain Fatty Acids in Skeletal Muscle Homeostasis and Exercise Performance,Xiaoguang Liu,2025,Nutrients,hargreaves2020,2025_Liu_W4409895871.pdf,gold,team,2026-06-05
10.1249/mss.0000000000003676,Peak Fat Oxidation during Submaximal Exercise Remains Consistent across Menstrual Cycle and Combined Oral Contraceptive Phases,Ida E. Löfberg,2025,Medicine & Science in Sports & Exercise,hargreaves2020,2025_Löfberg_W4407669294.pdf,hybrid,team,2026-06-05
10.1101/2025.10.22.683699,Exercise intensity modulates the human plasma secretome and interorgan communication,Luke Olsen,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Luke-Olsen_W4415487738.pdf,green,team,2026-06-05
10.7717/peerj.19338,The acute effects of simulated hypoxic training at different altitudes on oxidative stress and muscle damage in elite long-distance runners,Mücahit Sarıkaya,2025,PeerJ,hargreaves2020,2025_M-cahit-Sar-kaya_W4410310188.pdf,gold,team,2026-06-05
10.1113/ep092768,Effects of short‐term exercise on plasma metabolic and lipidomic profiles of individuals with type 2 diabetes,Maartje Cox,2025,Experimental Physiology,hargreaves2020,2025_Maartje-Cox_W4411614713.pdf,diamond,team,2026-06-05
10.3390/ijms26010350,Maximal Intensity Exercise Induces Adipokine Secretion and Disrupts Prooxidant–Antioxidant Balance in Young Men with Different Body Composition,Magdalena Więcek,2025,International Journal of Molecular Sciences,hargreaves2020,2025_Magdalena-Wi-cek_W4406036439.pdf,gold,team,2026-06-05
10.3390/biomedicines13020465,Methodology Development for Investigating Pathophysiological [18F]-FDG Muscle Uptake in Patients with Rheumatic Musculoskeletal Diseases,Maia Sobejana,2025,Biomedicines,hargreaves2020,2025_Maia-Sobejana_W4407585755.pdf,gold,team,2026-06-05
10.1007/s11306-026-02452-2,NMR-based metabolomics profile during a soccer season of a sub-elite soccer team,Alisson Henrique Marinho,2025,Metabolomics,hargreaves2020,2025_Marinho_W4413868151.pdf,hybrid,team,2026-06-05
10.1097/hc9.0000000000000711,Skeletal muscle and MASLD: Mechanistic and clinical insights,Thomas Marjot,2025,Hepatology Communications,hargreaves2020,2025_Marjot_W4410638756.pdf,gold,team,2026-06-05
10.3390/jcm14113846,The Effects of a High Carbohydrate Diet Combined with High Molecular Weight Carbohydrate Supplementation on Anaerobic Performance and Oxidative Stress in Elite Swimmers,Mateusz Gawełczyk,2025,Journal of Clinical Medicine,hargreaves2020,2025_Mateusz-Gawe-czyk_W4410902459.pdf,gold,team,2026-06-05
10.3389/fphar.2025.1513125,Diuretics: a review of the pharmacology and effects on glucose homeostasis,Mauricio Di Fulvio,2025,Frontiers in Pharmacology,hargreaves2020,2025_Mauricio-Di-Fulvio_W4408949161.pdf,gold,team,2026-06-05
10.1152/ajpcell.00085.2025,Amino acid metabolism in cancer cachexia and chemotherapy myotoxicity,Meghan V. McCue,2025,American Journal of Physiology-Cell Physiology,hargreaves2020,2025_Meghan-V-McCue_W4414110999.pdf,hybrid,team,2026-06-05
10.1002/advs.202415556,In Vivo Reprogramming of Tissue‐Derived Extracellular Vesicles for Treating Chronic Tissue Injury Through Metabolic Engineering,Meng Zhao,2025,Advanced Science,hargreaves2020,2025_Meng-Zhao_W4409038403.pdf,gold,team,2026-06-05
10.1101/2025.04.10.648039,Glycogen metabolism acts in neurons to support glycolytic plasticity,Milind Singh,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Milind-Singh_W4409372920.pdf,closed,team,2026-06-05
10.1080/15502783.2025.2536139,Exploring the non-targeted metabolomic landscape in endurance-trained runners following 10 weeks of different dietary patterns and concomitant training,Anna Maria Moitzi,2025,Journal of the International Society of Sports Nutrition,hargreaves2020,2025_Moitzi_W4412587009.pdf,gold,team,2026-06-05
10.3390/nu17152568,Supplementation with Live and Heat-Treated Lacticaseibacillus paracasei NB23 Enhances Endurance and Attenuates Exercise-Induced Fatigue in Mice,Mon‐Chien Lee,2025,Nutrients,hargreaves2020,2025_Mon-Chien-Lee_W4413116764.pdf,gold,team,2026-06-05
10.3390/sports13100368,"Effect of Oral Versus Nasal Breathing on Muscular Performance, Muscle Oxygenation, and Post-Exercise Recovery",Morgan Lévénez,2025,Sports,hargreaves2020,2025_Morgan-L-v-nez_W4415357778.pdf,gold,team,2026-06-05
10.1101/2025.09.26.678909,Exercise-induced DNA damage response and memory formation in mice,Natalie Ricciardi,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Natalie-Ricciardi_W4414582728.pdf,closed,team,2026-06-05
10.1007/s00421-025-05962-4,Occupational physical demands in eldercare workers: a systematic scoping review of studies reporting quantitative data,Nestor Lögdal,2025,European Journal of Applied Physiology,hargreaves2020,2025_Nestor-L-gdal_W4414084338.pdf,hybrid,team,2026-06-05
10.1021/acs.jproteome.5c00480,A Lipidomic Exploration of the Effects of High-Intensity Interval Exercise in Healthy Men after Metformin Intake,René Neuhaus,2025,Journal of Proteome Research,hargreaves2020,2025_Neuhaus_W4414751924.pdf,hybrid,team,2026-06-05
10.1038/s44318-024-00339-3,Glycogen synthase GYS1 overactivation contributes to glycogen insolubility and malto-oligoglucan-associated neurodegenerative disease,Silvia Nitschke,2025,The EMBO Journal,hargreaves2020,2025_Nitschke_W4406303350.pdf,diamond,team,2026-06-05
10.1007/s40279-025-02217-2,Phosphoproteomics Uncovers Exercise Intensity-Specific Skeletal Muscle Signaling Networks Underlying High-Intensity Interval Training in Healthy Male Participants,Nolan J. Hoffman,2025,Sports Medicine,hargreaves2020,2025_Nolan-J-Hoffman_W4409627057.pdf,hybrid,team,2026-06-05
10.3390/jfmk10040472,Physiological Responder Profiles and Fatigue Dynamics in Prolonged Cycling,Adrian Odriozola,2025,Journal of Functional Morphology and Kinesiology,hargreaves2020,2025_Odriozola_W7110157078.pdf,gold,team,2026-06-05
10.1007/s00421-025-06022-7,Maximal lactate accumulation rate ($${\dot{\text{c}}}$$Lamax): Current evidence and future directions for exercise testing and training,Oliver J. Quittmann,2025,European Journal of Applied Physiology,hargreaves2020,2025_Oliver-J-Quittmann_W4415727391.pdf,hybrid,team,2026-06-05
10.3390/jfmk10020203,"Power Output, Lactatemia, and Maximum Oxygen Consumption During a Specific Off-Water Incremental Test in International-Level Podium-Winner Kayak and Rowing Athletes",Oscar Crisafulli,2025,Journal of Functional Morphology and Kinesiology,hargreaves2020,2025_Oscar-Crisafulli_W4410965892.pdf,gold,team,2026-06-05
10.1016/j.psj.2025.105113,"Effects of environmental temperature on growth performance, muscle fiber structure, fatty acid composition, and gene expression in ducks",Ziyi Pan,2025,Poultry Science,hargreaves2020,2025_Pan_W4409199798.pdf,gold,team,2026-06-05
10.1007/s10522-025-10306-y,Dissecting metabolic regulation of behaviors and physiology during aging in Drosophila,Elizabeth S. Pasam,2025,Biogerontology,hargreaves2020,2025_Pasam_W4413304947.pdf,green,team,2026-06-05
10.3390/jcm14197049,Prolonging the Warm-Up Effect by Using Additional Respiratory Dead Space Volume After the Cessation of Warm-Up Exercise,Paulina Hebisz,2025,Journal of Clinical Medicine,hargreaves2020,2025_Paulina-Hebisz_W4414854989.pdf,gold,team,2026-06-05
10.17309/tmfv.2025.4.20,Using Different Types of Exercise Can Have Varied Effects on Fat Mass and Muscle Mass in Obese Females,Purwo Sri Rejeki,2025,Physical Education Theory and Methodology,hargreaves2020,2025_Purwo-Sri-Rejeki_W4412496524.pdf,gold,team,2026-06-05
10.31435/ijitss.4(48).2025.4156,CREATINE USE IN SPORTS: SAFETY AND MECHANISMS OF ACTION,Paweł Radkowski,2025,International Journal of Innovative Technologies in Social Science,hargreaves2020,2025_Radkowski_W7118093475.pdf,gold,team,2026-06-05
10.1080/27694127.2025.2562429,Influence of skeletal muscle heterogeneity on autophagic signaling and response,Fasih A. Rahman,2025,Autophagy Reports,hargreaves2020,2025_Rahman_W4414935717.pdf,diamond,team,2026-06-05
10.1038/s41514-025-00288-z,Perturbation of multiprotein complexes in skeletal muscle induces protective proteases in the CNS that degrade pathogenic proteins,Mamta Rai,2025,npj Aging,hargreaves2020,2025_Rai_W4416758278.pdf,green,team,2026-06-05
10.1038/s41525-025-00527-y,PHKA1-associated phosphorylase kinase deficiency: a monogenic disorder of exercise intolerance and myalgia,Rebecca L. Koch,2025,npj Genomic Medicine,hargreaves2020,2025_Rebecca-L-Koch_W4416068908.pdf,gold,team,2026-06-05
10.1101/2025.04.02.646809,A lipidomic exploration of the effects of high-intensity interval exercise in healthy men after metformin intake,René Neuhaus,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Ren-Neuhaus_W4409295418.pdf,green,team,2026-06-05
10.3390/nu17111924,The Influence of Competition Day Loads on the Metabolic and Immune Response of Olympic Female Beach Volleyball Athletes: A Sportomics Analysis,Renan Muniz‐Santos,2025,Nutrients,hargreaves2020,2025_Renan-Muniz-Santos_W4411038249.pdf,gold,team,2026-06-05
10.1101/2025.04.25.650537,A novel CEST-based approach for reliably assessing skeletal muscle oxidative phosphorylation: OXCEST,Ritambhar Burman,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Ritambhar-Burman_W4409910208.pdf,green,team,2026-06-05
10.3390/jcm14165703,The Impact of Endurance Exercise on Routine Laboratory Parameters in Young Trained Individuals,Robert Nowak,2025,Journal of Clinical Medicine,hargreaves2020,2025_Robert-Nowak_W4413189699.pdf,gold,team,2026-06-05
10.3390/app151910310,"The Relationship Between Aerobic Capacity, Lactate Clearance, and Heart Rate Recovery in Ice Hockey Players",Robert Roczniok,2025,Applied Sciences,hargreaves2020,2025_Robert-Roczniok_W4414437882.pdf,gold,team,2026-06-05
10.3390/nu17071106,The Antioxidant Power of Bergamot Polyphenolic Fraction Gold Potentiates the Effects of L-Citrulline in Athlete Performance and Vasodilation in a Pilot Study,Rocco Mollace,2025,Nutrients,hargreaves2020,2025_Rocco-Mollace_W4408692633.pdf,gold,team,2026-06-05
10.1101/2025.06.02.657505,Physiological and functional characterization for high-throughput optogenetic skeletal muscle exercise assays,Ronald H. Heisser,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Ronald-H-Heisser_W4411083951.pdf,green,team,2026-06-05
10.31083/rcm40714,Effects of Long-Term Moderate-Intensity Exercise on Autonomic Nervous System Dysfunction Induced by Cardiac Neurovascular Interface Deterioration,Ruixue Zhao,2025,Reviews in Cardiovascular Medicine,hargreaves2020,2025_Ruixue-Zhao_W4415993840.pdf,gold,team,2026-06-05
10.3389/fphys.2025.1613184,Time-of-day effects on muscle mitochondria following short-term ablation of satellite cells,Ryan E. Kahn,2025,Frontiers in Physiology,hargreaves2020,2025_Ryan-E-Kahn_W4411969476.pdf,gold,team,2026-06-05
10.1080/15502783.2025.2505184,Pre-sleep casein ingestion with probiotic strains improves anaerobic power and lower-body-specific strength and power performance in soccer players,Reza Sadeghi,2025,Journal of the International Society of Sports Nutrition,hargreaves2020,2025_Sadeghi_W4410303429.pdf,gold,team,2026-06-05
10.1039/d4sm01327a,Fluid mechanics of sarcomeres as porous media,John Severn,2025,Soft Matter,hargreaves2020,2025_Severn_W4408478745.pdf,hybrid,team,2026-06-05
10.3390/ph18091407,Skeletal Muscle Aging: Enhancing Skeletal Muscle Integrity and Function as a Potential Pharmacological Approach,Sibhghatulla Shaikh,2025,Pharmaceuticals,hargreaves2020,2025_Shaikh_W4414312148.pdf,gold,team,2026-06-05
10.1007/s13659-025-00504-z,Activation of SIK1 by phanginin A regulates skeletal muscle glucose uptake by phosphorylating HADC4/5/7 and enhancing GLUT4 expression and translocation,Yu Shi,2025,Natural Products and Bioprospecting,hargreaves2020,2025_Shi_W4409211276.pdf,diamond,team,2026-06-05
10.3390/nu17091467,Effects of Time-Restricted Fasting–Nicotinamide Mononucleotide Combination on Exercise Capacity via Mitochondrial Activation and Gut Microbiota Modulation,Jian Shi,2025,Nutrients,hargreaves2020,2025_Shi_W4409896175.pdf,gold,team,2026-06-05
10.1186/s40798-025-00862-5,Mechanism of Fatty Acid Metabolism and Regulation by Lactate During Exercise in White Adipose and Skeletal Muscle Tissue: A Review,Shouzhen Huang,2025,Sports Medicine - Open,hargreaves2020,2025_Shouzhen-Huang_W4411316798.pdf,gold,team,2026-06-05
10.1186/s44410-025-00013-7,Application potential of continuous glucose monitoring (CGM) in elite endurance athletes without diabetes: What do physiology and current evidence tell us?,Simon Helleputte,2025,Performance Nutrition,hargreaves2020,2025_Simon-Helleputte_W4415993940.pdf,hybrid,team,2026-06-05
10.1073/pnas.2509003122,Glycogen supports glycolytic plasticity in neurons,Milind Singh,2025,Proceedings of the National Academy of Sciences,hargreaves2020,2025_Singh_W4412161259.pdf,hybrid,team,2026-06-05
10.1016/j.molmet.2025.102206,Endurance training promotes chromatin closure and timely repression of the post-exercise immediate early stress response,Laura M de Smalen,2025,Molecular Metabolism,hargreaves2020,2025_Smalen_W4412055353.pdf,gold,team,2026-06-05
10.1016/j.bbrep.2025.101934,Modified creatine greatly increases the performance of skeletal and smooth muscles,Anatoly Soloviev,2025,Biochemistry and Biophysics Reports,hargreaves2020,2025_Soloviev_W4406885094.pdf,gold,team,2026-06-05
10.1038/s41598-025-25111-3,"Procyanidin A2, a polyphenol autophagy-enhancer, ameliorates hyperglycemia through multifaceted insulin-related mechanisms",Bo‐Rim Song,2025,Scientific Reports,hargreaves2020,2025_Song_W4416460285.pdf,gold,team,2026-06-05
10.14302/issn.2694-2283.jsem-24-5363,A Study on the Feasibility and Utility of Continuous Glucose Monitors in Elite Football,Sophie Harries,2025,Journal of Sports and Exercise Medicine,hargreaves2020,2025_Sophie-Harries_W4407587626.pdf,diamond,team,2026-06-05
10.1101/2025.05.05.652276,A Platform for Mitochondrial Profiling in Enriched Kidney Segments Under Thermodynamic Control in Mice and Humans,Stephen T. Decker,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Stephen-T-Decker_W4410219976.pdf,green,team,2026-06-05
10.1007/s00421-025-06013-8,Muscle and cerebral oxygenation during exercise in fibromyalgia: a near-infrared spectroscopy study,T. Lehto,2025,European Journal of Applied Physiology,hargreaves2020,2025_T-Lehto_W4414994172.pdf,hybrid,team,2026-06-05
10.1038/s42255-025-01373-z,Redox-dependent liver gluconeogenesis impacts different intensity exercise in mice,Takahiro Horiuchi,2025,Nature Metabolism,hargreaves2020,2025_Takahiro-Horiuchi_W4414335816.pdf,hybrid,team,2026-06-05
10.3390/nu17121958,Effects of Beetroot Juice on Physical Performance in Professional Athletes and Healthy Individuals: An Umbrella Review,Chen Tian,2025,Nutrients,hargreaves2020,2025_Tian_W4411133520.pdf,gold,team,2026-06-05
10.3390/cells14120882,From 2D Myotube Cultures to 3D Engineered Skeletal Muscle Constructs: A Comprehensive Review of In Vitro Skeletal Muscle Models and Disease Modeling Applications,Tianxin Cao,2025,Cells,hargreaves2020,2025_Tianxin-Cao_W4411211657.pdf,gold,team,2026-06-05
10.61173/s6xy4j94,The Impact of Exercises on Metabolic Diseases,Tingyu Liu,2025,MedScien,hargreaves2020,2025_Tingyu-Liu_W4411700646.pdf,bronze,team,2026-06-05
10.1098/rsbl.2025.0199,Linking performance to powerhouse: mitochondrial aerobic metabolism in blood cells reflects flight endurance of house sparrows ( <i>Passer domesticus</i> ),Riccardo Ton,2025,Biology Letters,hargreaves2020,2025_Ton_W4413027187.pdf,hybrid,team,2026-06-05
10.1101/2025.04.09.648006,"Long-Distance Trail Running Induces Inflammatory-Associated Protein, Lipid, and Purine Oxidation in Red Blood Cells",Travis Nemkov,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Travis-Nemkov_W4409302429.pdf,green,team,2026-06-05
10.1002/ajhb.70150,"Neandertal Cold Adaptation: Technological, Anatomical, and Physiological Responses to Cold Stress in One of Our Closest Fossil Relatives",Trenton W. Holliday,2025,American Journal of Human Biology,hargreaves2020,2025_Trenton-W-Holliday_W4414713044.pdf,hybrid,team,2026-06-05
10.21203/rs.3.rs-6928109/v1,Targeting Low Exercise Capacity: A Probiotic Strategy Using Lactobacillus rhamnosus GKLC1 to Improve Endurance and Metabolism,You‐Shan Tsai,2025,Research Square,hargreaves2020,2025_Tsai_W4412508122.pdf,green,team,2026-06-05
10.3390/en18112912,Microgeneration of Electricity in Gyms—A Review and Conceptual Study,Waldemar Moska,2025,Energies,hargreaves2020,2025_Waldemar-Moska_W4410960850.pdf,gold,team,2026-06-05
10.1177/13872877251336618,Presence of chronic morbidities alters skeletal muscle health and amino acid kinetics in mild cognitive impairment,Sofie M De Wandel,2025,Journal of Alzheimer s Disease,hargreaves2020,2025_Wandel_W4410102130.pdf,hybrid,team,2026-06-05
10.54254/2753-8818/2025.20311,Common Knee Injuries and Preventive Measures for Adolescent Badminton Players During Training,Yaqi Wang,2025,Theoretical and Natural Science,hargreaves2020,2025_Wang_W4406401331.pdf,hybrid,team,2026-06-05
10.1038/s42255-024-01210-9,Kdm2a inhibition in skeletal muscle improves metabolic flexibility in obesity,Yuhan Wang,2025,Nature Metabolism,hargreaves2020,2025_Wang_W4406844550.pdf,hybrid,team,2026-06-05
10.3390/ijms26031383,Differential Regulation of miRNA and Protein Profiles in Human Plasma-Derived Extracellular Vesicles via Continuous Aerobic and High-Intensity Interval Training,Zhenghao Wang,2025,International Journal of Molecular Sciences,hargreaves2020,2025_Wang_W4407222629.pdf,gold,team,2026-06-05
10.3390/ijms26125823,A Randomized Controlled Trial Evaluating the Effects of a Probiotic Containing Lactobacillus helveticus R0052 and Bifidobacterium longum R0175 on Gastrointestinal Symptoms and Metabolomic Profiles in ,Jakub Wiącek,2025,International Journal of Molecular Sciences,hargreaves2020,2025_Wiącek_W4411430117.pdf,gold,team,2026-06-05
10.3390/nu17060997,Alterations of Exercise-Induced Carbohydrate and Fat Oxidation by Anthocyanin-Rich New Zealand Blackcurrant Are Associated with the Pre-Intervention Metabolic Function: A Secondary Analysis of Randomi,Mark E. T. Willems,2025,Nutrients,hargreaves2020,2025_Willems_W4408366972.pdf,gold,team,2026-06-05
10.1002/smtd.202402154,Liposome‐Enabled Nanomaterials for Muscle Regeneration,Shuang Wu,2025,Small Methods,hargreaves2020,2025_Wu_W4407756385.pdf,green,team,2026-06-05
10.1101/2025.05.13.653755,"Exercise Related microRNAs in <i>C. elegans</i> Regulate Calcium Homeostasis and Mitochondrial Dynamics: Conserved pathways, Divergent mircoRNAs",Xia Qin,2025,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2025_Xia-Qin_W4410466248.pdf,green,team,2026-06-05
10.3389/fmicb.2025.1632529,"Effects of different metabolizable energy levels on apparent nutrient digestibility and metabolism, blood biochemical indicators, and fecal flora diversity in racing pigeons undergoing exercise traini",Xiao bin Li,2025,Frontiers in Microbiology,hargreaves2020,2025_Xiao-bin-Li_W4414242971.pdf,gold,team,2026-06-05
10.1016/j.psj.2025.105243,Fecal microbiota transplantation improves growth performance of chickens by increasing the intestinal Lactobacillus and glutamine,Yibin Xu,2025,Poultry Science,hargreaves2020,2025_Xu_W4410012370.pdf,gold,team,2026-06-05
10.3389/fphys.2025.1581594,Four-week heat acclimation lowers carbohydrate oxidation of trained runners during submaximal exercise in the heat,Yixiao Xu,2025,Frontiers in Physiology,hargreaves2020,2025_Xu_W4412855910.pdf,gold,team,2026-06-05
